movie,genres,directors,writers,production_budget,domestic_gross,worldwide_gross,tconst
Brothers,Documentary,"nm10755860,nm10755861",Missing writer data,13000000,656688,17856688,tt10465764
Parental Guidance,"Comedy,Family",nm0275698,"nm0011639,nm0843467",25000000,77267296,120832383,tt1047540
Goosebumps,"Adventure,Comedy,Family",nm1224299,"nm0501359,nm0018735,nm0438989,nm0830419",58000000,80069458,158905324,tt1051904
Repo Men,"Action,Crime,Sci-Fi",nm0764601,"nm1201715,nm1068424",32000000,13942007,18195238,tt1053424
The Big Year,Comedy,nm0291205,"nm0291442,nm2696996",41000000,7204138,7684524,tt1053810
Life as We Know It,"Comedy,Drama,Romance",nm0075528,"nm0215130,nm2696149",38000000,53374681,105887837,tt1055292
Boyhood,Drama,nm0000500,nm0000500,4000000,25379975,57273049,tt1065073
Water for Elephants,"Drama,Romance",nm1349376,"nm0481418,nm2717485",38000000,58709717,116809717,tt1067583
Monte Carlo,"Adventure,Comedy,Family",nm0080120,"nm0080120,nm0086194,nm0535940,nm2797005,nm2719767",20000000,23186769,39686769,tt1067774
Footloose,"Comedy,Drama,Music",nm0108132,"nm0685673,nm0108132",24000000,51802742,62989834,tt1068242
Footloose,"Comedy,Drama,Music",nm0108132,"nm0685673,nm0108132",8200000,80000000,80000000,tt1068242
Good Intentions,Comedy,nm1122549,"nm0524710,nm2721072",10000000,0,0,tt1070781
Ghost Rider: Spirit of Vengeance,"Action,Fantasy,Thriller","nm0962729,nm0004410","nm0991355,nm2397756,nm0333060",57000000,51774002,149217355,tt1071875
Winchester,"Biography,Drama,Fantasy","nm1294962,nm1294961","nm1129343,nm1294961,nm1294962",3500000,25091816,44378040,tt1072748
Skyfall,"Action,Adventure,Thriller",nm0005222,"nm0701031,nm0905498,nm0517589,nm0001220",200000000,304360277,1110526981,tt1074638
Jonah Hex,"Action,Drama,Fantasy",nm0371755,"nm0004410,nm0962729,nm1109098,nm2445025,nm1441218",47000000,10547117,11022696,tt1075747
Dark Shadows,"Comedy,Fantasy,Horror",nm0000318,"nm0334381,nm0041864,nm0193303",150000000,79727149,238202668,tt1077368
The Belko Experiment,"Horror,Thriller",nm0572562,nm0348181,5000000,10166820,11792942,tt1082807
Eddie the Eagle,"Biography,Comedy,Drama",nm0002077,"nm2306331,nm2035069",23000000,15789389,45060480,tt1083452
Lights Out,Drama,nm1581380,nm1581380,5000000,67268835,148806510,tt1085448
The Prince,"Action,Thriller",nm2357819,"nm1061002,nm0664920",18000000,0,0,tt1085492
Blended,"Comedy,Romance",nm0178997,"nm0578771,nm0784771",45000000,46290741,127990741,tt1086772
Lone Survivor,"Action,Biography,Drama",nm0000916,"nm0000916,nm2877226,nm0732961",40000000,125095601,149804632,tt1091191
Noah,Animation,"nm1860603,nm0834935",nm0619547,130000000,101200044,352831065,tt1091821
Paul,"Adventure,Comedy,Sci-Fi",nm0609549,"nm0670408,nm0296545",40000000,37412945,101162106,tt1092026
Shanghai,"Crime,Drama,Mystery",nm0405632,nm0024925,50000000,46425,15505922,tt1092634
The Darkest Hour,"Action,Adventure,Horror",nm0329755,"nm3123612,nm0092018,nm2761113",34800000,21443494,62831715,tt1093357
The Hammer,"Biography,Drama,Sport",nm1464150,"nm1670295,nm1559624",850000,442638,442638,tt1094666
Killers,"Action,Comedy,Romance",nm0525659,"nm0220521,nm0341372",75000000,47059963,95572749,tt1103153
Tron,"Action,Adventure,Fantasy",nm2676052,"nm0457736,nm0395271,nm0460206,nm1600872,nm0513974,nm0531381",17000000,26918576,26918576,tt1104001
Ca$h,"Crime,Thriller",nm0027465,nm0027465,13700000,0,11738256,tt1106860
Ca$h,"Crime,Thriller",nm0027465,nm0027465,7000000,46488,46488,tt1106860
Paddington,"Adventure,Comedy,Family",nm1653753,"nm1653753,nm0566100,nm1286491",55000000,76223578,258789097,tt1109624
Trance,Horror,nm0118566,nm0266424,16000000,2322593,22594052,tt1111235
Trance,Horror,nm0118566,nm0266424,950000,0,0,tt1111235
Jackass 3D,"Action,Comedy,Documentary",nm0871860,"nm0871860,nm0424216,nm0546640,nm0828177,nm0690686,nm0242756,nm0010338,nm1035634,nm0569199,nm0257424,nm0005069,nm0519671,nm2045682,nm3052256,nm1328615,nm1331666,nm4122527,nm1029878,nm0292712,nm1017027,nm1079524,nm1029269,nm2207459,nm1030622,nm7340827",20000000,117229692,171685793,tt1116184
Blue Valentine,"Drama,Romance",nm0161834,"nm0161834,nm0193387,nm2337556",1000000,9737892,16566240,tt1120985
Seventh Son,"Action,Adventure,Fantasy",nm0091076,"nm0495378,nm1140275,nm0338557,nm2796716",95000000,17725785,108874967,tt1121096
The Ides of March,"Drama,Thriller",nm0000123,"nm0000123,nm0381416,nm2802722",23000000,40962534,77735925,tt1124035
Free State of Jones,"Action,Biography,Drama",nm0002657,"nm0002657,nm0366989",50000000,20810036,23237252,tt1124037
Love Ranch,"Biography,Comedy,Drama",nm0000431,nm0414893,25000000,137885,146149,tt1125929
Big Eyes,"Biography,Crime,Drama",nm0000318,"nm0018735,nm0438989",10000000,14482031,27317872,tt1126590
Burlesque,"Drama,Music,Musical",nm0031078,nm0031078,55000000,39440655,90552675,tt1126591
Morning Glory,"Comedy,Drama,Romance",nm0585011,nm0112459,40000000,31011732,59795070,tt1126618
Circle,"Horror,Thriller",nm0914368,nm1307737,2000000,10024,10024,tt1129412
Shutter Island,"Mystery,Thriller",nm0000217,"nm0436164,nm1212331",80000000,128012934,299461782,tt1130884
The 5th Quarter,"Biography,Drama,Sport",nm0081279,nm0081279,6000000,408159,408159,tt1130964
Green Lantern,"Action,Adventure,Sci-Fi",nm0132709,"nm0075528,nm0338169,nm0973233,nm0325533",200000000,116601172,219535492,tt1133985
Dwegons and Leprechauns,Animation,nm0909895,"nm10065918,nm10065917,nm0587044,nm0909895",20000000,0,0,tt1134666
Akira,"Action,Drama,Mystery",nm0169806,"nm0960028,nm0169806,nm1486706",8000000,19585,19585,tt1134795
Takers,"Action,Crime,Thriller",nm0525141,"nm0020901,nm0144133,nm0525141,nm3033474",32000000,57744720,70587268,tt1135084
Death Wish,"Action,Crime,Drama",nm0744834,"nm0138620,nm0307257,nm0562606",30000000,34017028,48575965,tt1137450
Accidental Love,"Comedy,Romance",nm0751102,"nm0330751,nm0799052,nm1001124",26000000,0,135436,tt1137470
The Ghost Writer,"Drama,Mystery,Thriller",nm0000591,"nm0365249,nm0000591",45000000,15541549,65532491,tt1139328
Frankenweenie,"Animation,Comedy,Family",nm0000318,"nm0728125,nm0000318,nm0041864",39000000,35287788,81150788,tt1142977
After,"Drama,Mystery",nm2360222,nm0312905,650000,0,0,tt1147681
Beastly,"Drama,Fantasy,Romance",nm1400426,"nm1400426,nm2860544",17000000,27865571,38028230,tt1152398
Freakonomics,Documentary,"nm1823216,nm0316795,nm1164861,nm1823227,nm0418659,nm1041597","nm0119989,nm0316795,nm2505733,nm1041597,nm0418659,nm1823216,nm1823227,nm1164861,nm1912331,nm2762842",2900000,101270,172867,tt1152822
The Joneses,"Comedy,Drama",nm1864022,"nm1868973,nm1864022",10000000,1475746,3541565,tt1152830
The Karate Kid,"Action,Drama,Family",nm0958969,"nm0614050,nm0436543",40000000,176591618,351774938,tt1155076
The Karate Kid,"Action,Drama,Family",nm0958969,"nm0614050,nm0436543",8000000,90815558,90815558,tt1155076
Dune,"Adventure,Drama,Sci-Fi",nm0898288,"nm0378541,nm0744839,nm0898288,nm3123612",45000000,27447471,27447471,tt1160419
The Rite,"Drama,Horror,Mystery",nm0405632,"nm0678104,nm2883153",37000000,33047633,97143987,tt1161864
Biutiful,"Drama,Romance",nm0327944,"nm0327944,nm1481172,nm3174584",35000000,5101237,24687524,tt1164999
The Hobbit: The Desolation of Smaug,"Adventure,Fantasy",nm0001392,"nm0909638,nm0101991,nm0001392,nm0868219,nm0866058",250000000,258366855,960366855,tt1170358
Baggage Claim,Comedy,nm0847859,nm0847859,8500000,21569509,22885836,tt1171222
All Good Things,"Crime,Drama,Mystery",nm1285613,"nm2917557,nm0806830",20000000,582024,873617,tt1175709
A Walk in the Woods,"Adventure,Biography,Comedy",nm0477129,"nm1578335,nm2250139,nm0117445",8000000,29499394,37119358,tt1178665
A Nightmare on Elm Street,"Crime,Drama,Horror",nm1207904,"nm0834338,nm2104063,nm0000127",35000000,63075011,117729621,tt1179056
A Nightmare on Elm Street,"Crime,Drama,Horror",nm1207904,"nm0834338,nm2104063,nm0000127",1800000,25504513,25504513,tt1179056
10 Cloverfield Lane,"Drama,Horror,Mystery",nm0870469,"nm1061091,nm1173295,nm3227090",5000000,72082999,108286422,tt1179933
Wuthering Heights,"Drama,Romance",nm0036349,"nm0036349,nm0381757,nm0111577",8000000,100915,2721534,tt1181614
You Will Meet a Tall Dark Stranger,"Comedy,Drama,Romance",nm0000095,nm0000095,15000000,3247816,34247816,tt1182350
Welcome to the Rileys,Drama,nm0779265,nm0387025,10000000,152857,355919,tt1183923
The Lincoln Lawyer,"Crime,Drama,Thriller",nm1026778,"nm0175093,nm0738908",40000000,58009200,87145086,tt1189340
Rango,"Adventure,Animation,Comedy",nm0893659,"nm0278181,nm0517589,nm0893659,nm0126096",135000000,123477607,245724600,tt1192628
Step Up 3D,"Drama,Music,Romance",nm0160840,"nm3655562,nm2199696,nm0012137",30000000,42400223,165889117,tt1193631
The Bourne Legacy,"Action,Adventure,Thriller",nm0006904,"nm0006904,nm0319659,nm0524924",125000000,113203870,280355920,tt1194173
Casino Jack,"Biography,Comedy,Crime",nm0382584,nm0811138,12500000,2039869,2272186,tt1194417
The Five-Year Engagement,"Comedy,Romance",nm0831557,"nm0781981,nm0831557",30000000,28700285,61623819,tt1195478
Diary of a Wimpy Kid,"Comedy,Drama,Family",nm0294457,"nm0066851,nm0276882,nm0007091,nm0431817,nm2732149",15000000,64003625,76954311,tt1196141
Pound of Flesh,"Crime,Drama,Thriller",nm0389311,nm0389311,7500000,0,0,tt1196338
Gracie,"Crime,Drama,Fantasy",nm2691982,nm2691982,9000000,2956339,3922043,tt1196939
Kites,"Action,Drama,Romance","nm1397301,nm6630093","nm1397301,nm0080327,nm1821635,nm2410557,nm0004363",9200000,1685269,17155193,tt1198101
The Muppets,"Adventure,Comedy,Family",nm0090386,"nm0781981,nm0831557,nm0001345",45000000,88625922,160971922,tt1204342
Last Vegas,"Comedy,Drama",nm0005509,nm1557594,28000000,63914167,112914167,tt1204975
Ouija,"Horror,Mystery,Thriller",nm0925482,"nm1340000,nm0925482",5000000,50856010,103300632,tt1204977
Jack Ryan: Shadow Recruit,"Action,Drama,Thriller",nm0000110,"nm3092414,nm0462895,nm0002007",60000000,50577412,131377412,tt1205537
Out of the Furnace,"Crime,Drama,Thriller",nm0178376,"nm2145487,nm0178376",22000000,11330849,15434375,tt1206543
Beyond the Mat,"Drama,Sport",nm1933382,nm2397780,500000,2047570,2047570,tt1207922
Blood Done Sign My Name,Drama,nm0835732,"nm0835732,nm2964488",10000000,109383,109383,tt1210039
Moneyball,"Biography,Drama,Sport",nm0587955,"nm0001873,nm0815070,nm3133181,nm1034122",50000000,75605492,111300835,tt1210166
The Lone Ranger,"Action,Adventure,Western",nm0893659,"nm1244808,nm0254645,nm0744429",275000000,89302115,260002115,tt1210819
Doctor Strange,"Action,Adventure,Fantasy",nm0220600,"nm3123612,nm0220600,nm1803036,nm0498278,nm0228492",165000000,232641920,676404566,tt1211837
Middle of Nowhere,Drama,nm1148550,nm1148550,200000,236806,236806,tt1211890
Escape Plan,"Action,Crime,Mystery",nm0405632,"nm1974016,nm0445669",70000000,25135965,103735965,tt1211956
The Lion of Judah,Animation,"nm2968466,nm1776878","nm1814874,nm6117216,nm3470753,nm3983151",1500000,0,0,tt1212022
Hereafter,"Drama,Fantasy,Romance",nm0000142,nm0604948,50000000,32746941,108660270,tt1212419
The Lost City of Z,"Adventure,Biography,Drama",nm0336695,"nm0336695,nm2970418",30000000,8574339,17121823,tt1212428
The Back-up Plan,"Comedy,Romance",nm0693561,nm1180074,35000000,37490007,75281179,tt1212436
Lawless,"Crime,Drama",nm0384825,"nm0147022,nm2967574",26000000,37397291,54393687,tt1212450
First Man,"Biography,Drama,History",nm3227090,"nm1802857,nm2973253",60000000,44936545,105203825,tt1213641
The World's End,"Action,Comedy,Sci-Fi",nm0942367,"nm0670408,nm0942367",20000000,26004851,47508505,tt1213663
Cars 2,"Adventure,Animation,Comedy","nm0506977,nm0005124","nm0005124,nm0506977,nm1557594,nm0703078",200000000,191450875,560155383,tt1216475
Kill the Messenger,"Biography,Crime,Drama",nm0191147,"nm1481618,nm1794136,nm2725882",5000000,2450846,6656705,tt1216491
Leap Year,"Comedy,Romance",nm0875793,"nm0438226,nm0253323",19000000,25918920,32618920,tt1216492
Womb,"Drama,Romance,Sci-Fi",nm1212903,nm1212903,13000000,0,0,tt1216520
Brave,"Adventure,Animation,Comedy","nm0152312,nm0700760,nm0028764","nm0152312,nm0028764,nm0700760,nm0575293",185000000,237282182,554606532,tt1217209
Limitless,"Mystery,Sci-Fi,Thriller",nm1139726,"nm0228908,nm2982186",27000000,79249455,155564919,tt1219289
Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation",nm0811583,"nm0650089,nm2145339,nm0489691",100000000,55675313,139716717,tt1219342
Ghost in the Shell,"Action,Drama,Sci-Fi",nm2782185,"nm0794385,nm1150145,nm0923980,nm0472567",110000000,40563557,167910690,tt1219827
Resident Evil: Afterlife,"Action,Adventure,Horror",nm0027271,nm0027271,57500000,60128566,295874190,tt1220634
Zookeeper,"Comedy,Family,Romance",nm0178997,"nm0048169,nm0720609,nm0416673,nm0771065,nm0740115",80000000,80360866,170805525,tt1222817
Viy,"Adventure,Fantasy,Mystery",nm1897071,"nm0324690,nm0440022,nm0565144,nm1897071",26000000,0,34246770,tt1224378
Get Him to the Greek,"Adventure,Comedy,Music",nm0831557,"nm0831557,nm0781981",40000000,61153526,91455875,tt1226229
Edge of Darkness,"Crime,Drama,Mystery",nm0132709,"nm1184258,nm0100597,nm0448392",60000000,43313890,82812456,tt1226273
The Debt,"Drama,Thriller",nm0006960,"nm0891216,nm0963359,nm1661186,nm0077002,nm2439643",20000000,31177548,46604054,tt1226753
Beautiful Boy,"Biography,Drama",nm0886976,"nm1729294,nm0886976,nm2997310,nm2996954",25000000,7634767,13031424,tt1226837
"Fat, Sick & Nearly Dead",Documentary,"nm3001390,nm0257373","nm3001390,nm0257373,nm3759665",2600000,0,0,tt1227378
Iron Man 2,"Action,Adventure,Sci-Fi",nm0269463,"nm0857620,nm0498278,nm1411347,nm1293367,nm0456158",170000000,312433331,621156389,tt1228705
Let Me In,"Drama,Fantasy,Horror",nm0716257,"nm0716257,nm0512137",20000000,12134935,28270399,tt1228987
Anchorman 2: The Legend Continues,Comedy,nm0570912,"nm0002071,nm0570912",50000000,127352707,172185754,tt1229340
Collide,Action,"nm2408461,nm2698026",nm2408461,29200000,2280004,5466698,tt1230120
Same Kind of Different as Me,"Biography,Drama",nm5282204,"nm5282204,nm4411934,nm3005540,nm3003921,nm3004527",6500000,6423605,6423605,tt1230168
Sammy's avonturen: De geheime doorgang,"Adventure,Animation,Family","nm0823721,nm0562775","nm0823721,nm0661549",25000000,0,71594792,tt1230204
Due Date,"Adventure,Comedy",nm0680846,"nm0169182,nm0293139,nm1186373,nm0680846",65000000,100539043,211739043,tt1231583
Hot Tub Time Machine,"Comedy,Sci-Fi",nm0684336,"nm0372222,nm1890845,nm1898234",36000000,50269859,65967750,tt1231587
That's My Boy,Comedy,nm1890845,nm2791292,57500000,36931089,58085235,tt1232200
Drones,Comedy,"nm0072435,nm0123951","nm0009921,nm3011071",500000,0,0,tt1232775
21 Jump Street,"Action,Comedy,Crime","nm0588087,nm0520488","nm0045209,nm1706767,nm0367895,nm0004798",42000000,138447667,202812429,tt1232829
Brighton Rock,"Crime,Drama,Thriller",nm0423626,"nm0423626,nm0001294",11000000,229653,229653,tt1233192
Ironclad,"Action,Adventure,Drama",nm0257646,"nm0257646,nm0440936,nm1893753",25000000,0,5297411,tt1233301
Red Dawn,"Action,Sci-Fi,Thriller",nm0103187,"nm0255296,nm0664920,nm0721817,nm0587518",65000000,44806783,48164150,tt1234719
RoboCop,"Action,Crime,Sci-Fi",nm0655683,"nm2440587,nm0627159,nm0591160",120000000,58607007,242981799,tt1234721
RoboCop,"Action,Crime,Sci-Fi",nm0655683,"nm2440587,nm0627159,nm0591160",13000000,53424681,53424681,tt1234721
The Future,"Drama,Fantasy,Romance",nm0432380,nm0432380,1000000,568662,1239174,tt1235170
Wild Target,"Action,Comedy,Crime",nm0528718,"nm0185309,nm0759270",8000000,109338,5314194,tt1235189
Broken City,"Crime,Drama,Thriller",nm0400441,nm3017566,35000000,19701164,34480045,tt1235522
Wind Walkers,"Action,Horror,Thriller",nm0295031,nm0295031,2000000,0,0,tt1236254
Your Highness,"Adventure,Comedy,Fantasy",nm0337773,"nm1144419,nm0078897",50000000,21596445,26121638,tt1240982
Locker 13,Thriller,"nm1782510,nm0005189,nm1515549,nm1515548,nm1139956","nm1782510,nm0005189,nm1515548,nm1515549,nm1352774,nm2578219,nm3621595,nm1520646,nm3058810",300000,3496,3496,tt1241226
I Spit on Your Grave,"Horror,Thriller",nm0003458,"nm2098346,nm0953392",1750000,93051,1278471,tt1242432
We Need to Talk About Kevin,"Drama,Mystery,Thriller",nm0708903,"nm0708903,nm4094284,nm2651543",7000000,1738692,10765283,tt1242460
The Tourist,"Action,Adventure,Thriller",nm0003697,"nm0003697,nm0003160,nm0271501,nm1362432",100000000,67631157,278731369,tt1243957
Aloha,"Comedy,Drama,Romance",nm0001081,nm0001081,37000000,21052030,25387091,tt1243974
Extraordinary Measures,Drama,nm0891114,"nm0414608,nm2521452",31000000,12482741,15826984,tt1244659
Conviction,"Biography,Crime,Drama",nm0001282,nm0336861,12500000,6797696,11826980,tt1244754
Snatched,Comedy,nm0127935,"nm1538885,nm3134912",42000000,45852178,57852177,tt1245534
Unforgettable,Documentary,nm0930550,nm0930550,18000000,2483790,2483790,tt1247436
Unforgettable,Documentary,nm0930550,nm0930550,12000000,11368012,16221211,tt1247436
High School,Comedy,nm1226069,"nm3225152,nm1226069,nm0839812",10000000,139034,248133,tt1247667
Kick-Ass,"Action,Comedy",nm0891216,"nm0963359,nm0891216,nm2092839,nm1348210",28000000,48071303,97531134,tt1250777
Salvation Boulevard,"Action,Comedy,Drama",nm0711807,"nm0831841,nm0711807,nm0067248",5500000,28468,28468,tt1251743
300: Rise of an Empire,"Action,Fantasy,War",nm1729171,"nm0811583,nm0426500,nm0588340",110000000,106580051,330780051,tt1253863
Immortals,"Action,Drama,Fantasy",nm0802248,"nm0663048,nm0663050",75000000,83504017,211562435,tt1253864
Daylight,"Crime,Horror,Thriller",nm0054862,"nm0054862,nm0324233,nm0552423,nm1137278",80000000,32908290,158908290,tt1254978
Holmes & Watson,"Adventure,Comedy,Crime",nm1000113,"nm1000113,nm0236279",42000000,30568743,41926605,tt1255919
Incendies,"Drama,Mystery,War",nm0898288,"nm0898288,nm1416431,nm4034068",6800000,6857096,16038343,tt1255953
The Man with the Iron Fists,Action,nm0753526,"nm0753526,nm0744834",15000000,15634090,22018988,tt1258972
The Cabin in the Woods,Horror,nm1206844,"nm0923736,nm1206844",30000000,42073277,70689968,tt1259521
Den of Thieves,"Action,Crime,Drama",nm0345615,"nm0345615,nm0771228",30000000,44947622,80131391,tt1259528
Icarus,"Action,Drama,Thriller",nm0000185,nm0408885,6000000,0,0,tt1261862
Sex and the City 2,"Comedy,Drama,Romance",nm0455078,"nm0455078,nm0124299,nm0823015",95000000,95347692,294680778,tt1261945
Scream 4,"Horror,Mystery",nm0000127,nm0932078,40000000,38180928,95989590,tt1262416
The Roommate,"Drama,Thriller",nm0160157,nm1867458,16000000,37300107,52545707,tt1265990
Hercules,"Action,Adventure,Fantasy",nm0711840,"nm2952284,nm0818746,nm5610426",100000000,72688614,243388614,tt1267297
Hercules,"Action,Adventure,Fantasy",nm0711840,"nm2952284,nm0818746,nm5610426",70000000,99112101,250700000,tt1267297
A Very Harold & Kumar 3D Christmas,"Adventure,Comedy",nm0833889,"nm1375358,nm1376383",20000000,35061031,36265745,tt1268799
The Devil's Double,"Biography,Drama,Thriller",nm0848414,"nm0859241,nm2205151,nm0714460",19100000,1361512,5965646,tt1270262
Don't Be Afraid of the Dark,"Fantasy,Horror,Thriller",nm2552536,"nm0868219,nm0730422,nm0571111",25000000,24046682,39126427,tt1270761
Venom,"Action,Sci-Fi,Thriller",nm0281508,"nm0684374,nm0003298,nm0545150,nm0568825,nm2163440",116000000,213511408,853628605,tt1270797
Venom,"Action,Sci-Fi,Thriller",nm0281508,"nm0684374,nm0003298,nm0545150,nm0568825,nm2163440",25000000,881745,881745,tt1270797
X-Men: First Class,"Action,Adventure,Sci-Fi",nm0891216,"nm1005420,nm0826714,nm0963359,nm0891216,nm1417242,nm0001741,nm0456158,nm0498278",160000000,146408305,355408305,tt1270798
